usa	staffer	_member_of_domain_region
staffer	usa	_member_of_domain_region-inv
educe	derivation	_derivationally_related_form
derivation	educe	_derivationally_related_form-inv
law	warrant	_member_of_domain_topic
warrant	law	_member_of_domain_topic-inv
icon	computing	_synset_domain_topic_of
computing	icon	_synset_domain_topic_of-inv
hater	loather	_hyponym
loather	hater	_hyponym-inv
transport	transportation	_derivationally_related_form
transportation	transport	_derivationally_related_form-inv
mafia	syndicate	_hypernym
syndicate	mafia	_hypernym-inv
type	typify	_derivationally_related_form
typify	type	_derivationally_related_form-inv
emphasizing	stress	_derivationally_related_form
stress	emphasizing	_derivationally_related_form-inv
formulate	mature	_hyponym
mature	formulate	_hyponym-inv
scabies	itch	_derivationally_related_form
itch	scabies	_derivationally_related_form-inv
piloting	pilot	_derivationally_related_form
pilot	piloting	_derivationally_related_form-inv
parcelling	share	_hyponym
share	parcelling	_hyponym-inv
computing	network	_member_of_domain_topic
network	computing	_member_of_domain_topic-inv
mackerel	saltwater_fish	_hypernym
saltwater_fish	mackerel	_hypernym-inv
trumpeter	player	_hypernym
player	trumpeter	_hypernym-inv
mind	purpose	_hypernym
purpose	mind	_hypernym-inv
underworld	racketeer	_member_meronym
racketeer	underworld	_member_meronym-inv
serve	caddy	_hyponym
caddy	serve	_hyponym-inv
origination	start	_derivationally_related_form
start	origination	_derivationally_related_form-inv
setup	duplicator	_hyponym
duplicator	setup	_hyponym-inv
leukemia	acute_leukemia	_hyponym
acute_leukemia	leukemia	_hyponym-inv
remark	notice	_derivationally_related_form
notice	remark	_derivationally_related_form-inv
stall	mope	_derivationally_related_form
mope	stall	_derivationally_related_form-inv
round	disk	_hyponym
disk	round	_hyponym-inv
system	musculature	_hyponym
musculature	system	_hyponym-inv
accord	harmonize	_derivationally_related_form
harmonize	accord	_derivationally_related_form-inv
switch	exchange	_verb_group
exchange	switch	_verb_group-inv
minicab	minicar	_hypernym
minicar	minicab	_hypernym-inv
resister	react	_derivationally_related_form
react	resister	_derivationally_related_form-inv
vantage	advantage	_derivationally_related_form
advantage	vantage	_derivationally_related_form-inv
sleepily	nude	_derivationally_related_form
nude	sleepily	_derivationally_related_form-inv
motivator	propel	_derivationally_related_form
propel	motivator	_derivationally_related_form-inv
whip	whiplash	_derivationally_related_form
whiplash	whip	_derivationally_related_form-inv
rise	mounting	_derivationally_related_form
mounting	rise	_derivationally_related_form-inv
zone	island	_hyponym
island	zone	_hyponym-inv
brace	steady	_derivationally_related_form
steady	brace	_derivationally_related_form-inv
edge	supply	_hypernym
supply	edge	_hypernym-inv
relax	relaxation	_derivationally_related_form
relaxation	relax	_derivationally_related_form-inv
honorable	squelch	_also_see
squelch	honorable	_also_see-inv
panel	gui	_part_of
gui	panel	_part_of-inv
snake	viper	_hyponym
viper	snake	_hyponym-inv
rejuvenation	restore	_derivationally_related_form
restore	rejuvenation	_derivationally_related_form-inv
mistake	stupidity	_hyponym
stupidity	mistake	_hyponym-inv
support	give	_hypernym
give	support	_hypernym-inv
represent	presentation	_derivationally_related_form
presentation	represent	_derivationally_related_form-inv
orion	constellation	_instance_hypernym
constellation	orion	_instance_hypernym-inv
inheritance	heirloom	_has_part
heirloom	inheritance	_has_part-inv
saving	immobilization	_hyponym
immobilization	saving	_hyponym-inv
naming	nominate	_derivationally_related_form
nominate	naming	_derivationally_related_form-inv
surmise	theorize	_derivationally_related_form
theorize	surmise	_derivationally_related_form-inv
gabriel	archangel	_hypernym
archangel	gabriel	_hypernym-inv
christian	quaker	_hyponym
quaker	christian	_hyponym-inv
residence	palace	_hyponym
palace	residence	_hyponym-inv
player	flutist	_hyponym
flutist	player	_hyponym-inv
unwilling	noncompliant	_also_see
noncompliant	unwilling	_also_see-inv
citation	law	_synset_domain_topic_of
law	citation	_synset_domain_topic_of-inv
pace	tread	_derivationally_related_form
tread	pace	_derivationally_related_form-inv
persona	psychology	_synset_domain_topic_of
psychology	persona	_synset_domain_topic_of-inv
resentment	irk	_derivationally_related_form
irk	resentment	_derivationally_related_form-inv
clank	crash	_derivationally_related_form
crash	clank	_derivationally_related_form-inv
route	way	_hypernym
way	route	_hypernym-inv
yawner	yawn	_derivationally_related_form
yawn	yawner	_derivationally_related_form-inv
tally	equal	_hypernym
equal	tally	_hypernym-inv
trouper	thespian	_hypernym
thespian	trouper	_hypernym-inv
virtuous	good	_also_see
good	virtuous	_also_see-inv
spread	spreading	_derivationally_related_form
spreading	spread	_derivationally_related_form-inv
posting	transmitting	_hypernym
transmitting	posting	_hypernym-inv
student	reader	_hyponym
reader	student	_hyponym-inv
influence	temptation	_hyponym
temptation	influence	_hyponym-inv
ring	vibrancy	_derivationally_related_form
vibrancy	ring	_derivationally_related_form-inv
unwellness	gastrointestinal_disorder	_hyponym
gastrointestinal_disorder	unwellness	_hyponym-inv
invertebrate	shellfish	_hyponym
shellfish	invertebrate	_hyponym-inv
handrail	balcony	_part_of
balcony	handrail	_part_of-inv
soak	mercantilism	_synset_domain_topic_of
mercantilism	soak	_synset_domain_topic_of-inv
crank	starter	_derivationally_related_form
starter	crank	_derivationally_related_form-inv
caramel	caramelize	_derivationally_related_form
caramelize	caramel	_derivationally_related_form-inv
mahimahi	hi	_synset_domain_region_of
hi	mahimahi	_synset_domain_region_of-inv
noisy	loud	_also_see
loud	noisy	_also_see-inv
whorl	structure	_hypernym
structure	whorl	_hypernym-inv
projection	tooth	_hyponym
tooth	projection	_hyponym-inv
steam	preparation	_synset_domain_topic_of
preparation	steam	_synset_domain_topic_of-inv
do	swash	_hyponym
swash	do	_hyponym-inv
isolation	estrangement	_hyponym
estrangement	isolation	_hyponym-inv
writing	novelization	_hyponym
novelization	writing	_hyponym-inv
best	good	_also_see
good	best	_also_see-inv
soubriquet	nickname	_derivationally_related_form
nickname	soubriquet	_derivationally_related_form-inv
convenient	archaism	_synset_domain_usage_of
archaism	convenient	_synset_domain_usage_of-inv
liquid	liquify	_derivationally_related_form
liquify	liquid	_derivationally_related_form-inv
restraint	suppression	_hyponym
suppression	restraint	_hyponym-inv
stuff	widget	_hyponym
widget	stuff	_hyponym-inv
home	domiciliary	_derivationally_related_form
domiciliary	home	_derivationally_related_form-inv
prism	spectroscope	_part_of
spectroscope	prism	_part_of-inv
tramway	track	_has_part
track	tramway	_has_part-inv
withhold	deductible	_derivationally_related_form
deductible	withhold	_derivationally_related_form-inv
positioning	planting	_hyponym
planting	positioning	_hyponym-inv
milk	foodstuff	_hypernym
foodstuff	milk	_hypernym-inv
avowal	affirmative	_hyponym
affirmative	avowal	_hyponym-inv
ablate	extirpation	_derivationally_related_form
extirpation	ablate	_derivationally_related_form-inv
seek	seeker	_derivationally_related_form
seeker	seek	_derivationally_related_form-inv
hull	structure	_hypernym
structure	hull	_hypernym-inv
pulverization	grind	_derivationally_related_form
grind	pulverization	_derivationally_related_form-inv
progress	infringe	_hyponym
infringe	progress	_hyponym-inv
solicit	snare	_verb_group
snare	solicit	_verb_group-inv
physics	symmetry	_member_of_domain_topic
symmetry	physics	_member_of_domain_topic-inv
slogger	trudge	_derivationally_related_form
trudge	slogger	_derivationally_related_form-inv
skill	power	_hypernym
power	skill	_hypernym-inv
auxiliary	supporter	_hypernym
supporter	auxiliary	_hypernym-inv
platypus	monotreme	_hypernym
monotreme	platypus	_hypernym-inv
putting	swing	_hypernym
swing	putting	_hypernym-inv
wearable	plain_clothes	_hyponym
plain_clothes	wearable	_hyponym-inv
precession	activity	_hypernym
activity	precession	_hypernym-inv
produce	have	_hyponym
have	produce	_hyponym-inv
tear	split	_hyponym
split	tear	_hyponym-inv
renunciation	renounce	_derivationally_related_form
renounce	renunciation	_derivationally_related_form-inv
ruling	law	_synset_domain_topic_of
law	ruling	_synset_domain_topic_of-inv
flower	pistil	_has_part
pistil	flower	_has_part-inv
authenticate	certification	_derivationally_related_form
certification	authenticate	_derivationally_related_form-inv
confusion	compounding	_hypernym
compounding	confusion	_hypernym-inv
wallflower	flower	_hypernym
flower	wallflower	_hypernym-inv
refinish	surface	_hypernym
surface	refinish	_hypernym-inv
wrench	adjustable_wrench	_hyponym
adjustable_wrench	wrench	_hyponym-inv
observation	remark	_derivationally_related_form
remark	observation	_derivationally_related_form-inv
correspondence	missive	_has_part
missive	correspondence	_has_part-inv
fishing_rod	tackle	_member_holonym
tackle	fishing_rod	_member_holonym-inv
termination	settlement	_hyponym
settlement	termination	_hyponym-inv
examine	interrogatory	_derivationally_related_form
interrogatory	examine	_derivationally_related_form-inv
conform	change	_hypernym
change	conform	_hypernym-inv
unbend	loosen	_hypernym
loosen	unbend	_hypernym-inv
removal	remove	_derivationally_related_form
remove	removal	_derivationally_related_form-inv
sound	step	_hyponym
step	sound	_hyponym-inv
carrycot	hold	_has_part
hold	carrycot	_has_part-inv
organization	organize	_derivationally_related_form
organize	organization	_derivationally_related_form-inv
restrain	incapacitate	_hypernym
incapacitate	restrain	_hypernym-inv
ruck	tuck	_derivationally_related_form
tuck	ruck	_derivationally_related_form-inv
steer	oxen	_hypernym
oxen	steer	_hypernym-inv
tog	frock	_hyponym
frock	tog	_hyponym-inv
sheepfold	pen	_hypernym
pen	sheepfold	_hypernym-inv
activity	perturbation	_hyponym
perturbation	activity	_hyponym-inv
implication	implicate	_derivationally_related_form
implicate	implication	_derivationally_related_form-inv
relationship	relative	_derivationally_related_form
relative	relationship	_derivationally_related_form-inv
origination	prelude	_hyponym
prelude	origination	_hyponym-inv
violin	violinist	_derivationally_related_form
violinist	violin	_derivationally_related_form-inv
acculturate	assimilate	_hypernym
assimilate	acculturate	_hypernym-inv
glare	shine	_hypernym
shine	glare	_hypernym-inv
tsa	transportation	_part_of
transportation	tsa	_part_of-inv
savagery	inhumanity	_hypernym
inhumanity	savagery	_hypernym-inv
splatter	spillage	_derivationally_related_form
spillage	splatter	_derivationally_related_form-inv
naturalness	naturalization	_hyponym
naturalization	naturalness	_hyponym-inv
song	call	_derivationally_related_form
call	song	_derivationally_related_form-inv
performance	presentment	_hypernym
presentment	performance	_hypernym-inv
leavening	yeast	_hyponym
yeast	leavening	_hyponym-inv
stander	fauna	_synset_domain_topic_of
fauna	stander	_synset_domain_topic_of-inv
twit	kid	_hyponym
kid	twit	_hyponym-inv
renovate	renovation	_derivationally_related_form
renovation	renovate	_derivationally_related_form-inv
parentage	relationship	_hypernym
relationship	parentage	_hypernym-inv
sustain	upholder	_derivationally_related_form
upholder	sustain	_derivationally_related_form-inv
tramp	tramper	_derivationally_related_form
tramper	tramp	_derivationally_related_form-inv
sport	bobsled	_member_of_domain_topic
bobsled	sport	_member_of_domain_topic-inv
source	inform	_derivationally_related_form
inform	source	_derivationally_related_form-inv
selfless	philanthropist	_derivationally_related_form
philanthropist	selfless	_derivationally_related_form-inv
digest	concentration	_derivationally_related_form
concentration	digest	_derivationally_related_form-inv
multiply	arithmetic	_synset_domain_topic_of
arithmetic	multiply	_synset_domain_topic_of-inv
risk	chance	_hyponym
chance	risk	_hyponym-inv
testing	examine	_derivationally_related_form
examine	testing	_derivationally_related_form-inv
vibration	wave	_hypernym
wave	vibration	_hypernym-inv
twaddle	verbalize	_hypernym
verbalize	twaddle	_hypernym-inv
game	cards	_hyponym
cards	game	_hyponym-inv
optometrist	optic	_derivationally_related_form
optic	optometrist	_derivationally_related_form-inv
privilege	right	_hypernym
right	privilege	_hypernym-inv
happiness	spirit	_hypernym
spirit	happiness	_hypernym-inv
glorify	glory	_derivationally_related_form
glory	glorify	_derivationally_related_form-inv
intervertebral_disk	saucer	_hypernym
saucer	intervertebral_disk	_hypernym-inv
transport	barge	_hyponym
barge	transport	_hyponym-inv
spread	spreading	_derivationally_related_form
spreading	spread	_derivationally_related_form-inv
thought	substance	_hyponym
substance	thought	_hyponym-inv
chinese	chink	_hyponym
chink	chinese	_hyponym-inv
expiate	satisfaction	_derivationally_related_form
satisfaction	expiate	_derivationally_related_form-inv
commandment	dictation	_hypernym
dictation	commandment	_hypernym-inv
profitable	utile	_also_see
utile	profitable	_also_see-inv
try	risk	_hyponym
risk	try	_hyponym-inv
gait	walking	_hypernym
walking	gait	_hypernym-inv
lash	hair	_hypernym
hair	lash	_hypernym-inv
predecessor	herald	_derivationally_related_form
herald	predecessor	_derivationally_related_form-inv
ingenuous	ingenuousness	_derivationally_related_form
ingenuousness	ingenuous	_derivationally_related_form-inv
risk	venture	_hypernym
venture	risk	_hypernym-inv
sufficiency	suffice	_derivationally_related_form
suffice	sufficiency	_derivationally_related_form-inv
installation	course	_hyponym
course	installation	_hyponym-inv
colonialism	victimization	_hypernym
victimization	colonialism	_hypernym-inv
intolerance	narrowness	_hyponym
narrowness	intolerance	_hyponym-inv
form	versification	_hyponym
versification	form	_hyponym-inv
mishap	accident	_hyponym
accident	mishap	_hyponym-inv
buzz	summon	_hypernym
summon	buzz	_hypernym-inv
square	artifact	_hypernym
artifact	square	_hypernym-inv
theatregoer	audience	_member_holonym
audience	theatregoer	_member_holonym-inv
inclination	incline	_derivationally_related_form
incline	inclination	_derivationally_related_form-inv
joint	juke_joint	_hyponym
juke_joint	joint	_hyponym-inv
offensive	offensiveness	_derivationally_related_form
offensiveness	offensive	_derivationally_related_form-inv
triumph	glory	_hyponym
glory	triumph	_hyponym-inv
gust	blow	_derivationally_related_form
blow	gust	_derivationally_related_form-inv
idealization	idealize	_derivationally_related_form
idealize	idealization	_derivationally_related_form-inv
medicine	gerontology	_hyponym
gerontology	medicine	_hyponym-inv
structure	kinetochore	_hyponym
kinetochore	structure	_hyponym-inv
yacht	boat	_hypernym
boat	yacht	_hypernym-inv
head	ear	_has_part
ear	head	_has_part-inv
sign	validate	_hypernym
validate	sign	_hypernym-inv
salute	recognition	_hypernym
recognition	salute	_hypernym-inv
beat	rhythm	_derivationally_related_form
rhythm	beat	_derivationally_related_form-inv
thong	whip	_derivationally_related_form
whip	thong	_derivationally_related_form-inv
ireland	northern_ireland	_has_part
northern_ireland	ireland	_has_part-inv
heave	geology	_synset_domain_topic_of
geology	heave	_synset_domain_topic_of-inv
intimidation	restrain	_derivationally_related_form
restrain	intimidation	_derivationally_related_form-inv
mention	notice	_hypernym
notice	mention	_hypernym-inv
creaking	noise	_hypernym
noise	creaking	_hypernym-inv
utilize	utilization	_derivationally_related_form
utilization	utilize	_derivationally_related_form-inv
brownness	umber	_hyponym
umber	brownness	_hyponym-inv
turd	vulgarism	_synset_domain_usage_of
vulgarism	turd	_synset_domain_usage_of-inv
residency	spot	_hypernym
spot	residency	_hypernym-inv
heart_disease	valvular_heart_disease	_hyponym
valvular_heart_disease	heart_disease	_hyponym-inv
confinement	detain	_derivationally_related_form
detain	confinement	_derivationally_related_form-inv
tending	skincare	_hyponym
skincare	tending	_hyponym-inv
powerboat	helm	_has_part
helm	powerboat	_has_part-inv
soar	sailplane	_derivationally_related_form
sailplane	soar	_derivationally_related_form-inv
match	fitting	_derivationally_related_form
fitting	match	_derivationally_related_form-inv
division	quantization	_hyponym
quantization	division	_hyponym-inv
denial	entrapment	_hyponym
entrapment	denial	_hyponym-inv
syncretism	union	_hypernym
union	syncretism	_hypernym-inv
structure	capsule	_hyponym
capsule	structure	_hyponym-inv
chemistry	equilibrate	_member_of_domain_topic
equilibrate	chemistry	_member_of_domain_topic-inv
ship	deck	_has_part
deck	ship	_has_part-inv
tone	tonal	_derivationally_related_form
tonal	tone	_derivationally_related_form-inv
gnarl	twist	_hypernym
twist	gnarl	_hypernym-inv
praise	proclaim	_hyponym
proclaim	praise	_hyponym-inv
session	semester	_hyponym
semester	session	_hyponym-inv
spat	tiff	_derivationally_related_form
tiff	spat	_derivationally_related_form-inv
jet	aviation	_synset_domain_topic_of
aviation	jet	_synset_domain_topic_of-inv
costumier	fashion_designer	_hypernym
fashion_designer	costumier	_hypernym-inv
worker	volunteer	_hyponym
volunteer	worker	_hyponym-inv
renal_failure	failure	_hypernym
failure	renal_failure	_hypernym-inv
preparation	salt	_member_of_domain_topic
salt	preparation	_member_of_domain_topic-inv
uttermost	maximize	_derivationally_related_form
maximize	uttermost	_derivationally_related_form-inv
structure	ball	_hyponym
ball	structure	_hyponym-inv
fortress	fortify	_derivationally_related_form
fortify	fortress	_derivationally_related_form-inv
way	property	_hypernym
property	way	_hypernym-inv
pushing	push	_derivationally_related_form
push	pushing	_derivationally_related_form-inv
wearable	change	_hyponym
change	wearable	_hyponym-inv
plundering	predation	_hyponym
predation	plundering	_hyponym-inv
soar	zoom	_derivationally_related_form
zoom	soar	_derivationally_related_form-inv
blueness	turquoise	_hyponym
turquoise	blueness	_hyponym-inv
tariff	impost	_hyponym
impost	tariff	_hyponym-inv
movement	wobble	_hyponym
wobble	movement	_hyponym-inv
wish	request	_hypernym
request	wish	_hypernym-inv
arbitrage	trade	_hypernym
trade	arbitrage	_hypernym-inv
transfer	move	_hypernym
move	transfer	_hypernym-inv
vocation	specialty	_hyponym
specialty	vocation	_hyponym-inv
physics	depolarize	_member_of_domain_topic
depolarize	physics	_member_of_domain_topic-inv
windshield	motor_vehicle	_part_of
motor_vehicle	windshield	_part_of-inv
talk	tattle	_verb_group
tattle	talk	_verb_group-inv
frontal_lobe	lobe	_hypernym
lobe	frontal_lobe	_hypernym-inv
tribe	folks	_hyponym
folks	tribe	_hyponym-inv
refine	refining	_derivationally_related_form
refining	refine	_derivationally_related_form-inv
board	table	_derivationally_related_form
table	board	_derivationally_related_form-inv
euphemism	wetting	_member_of_domain_usage
wetting	euphemism	_member_of_domain_usage-inv
timer	time	_derivationally_related_form
time	timer	_derivationally_related_form-inv
tights	hosiery	_hypernym
hosiery	tights	_hypernym-inv
stride	pace	_derivationally_related_form
pace	stride	_derivationally_related_form-inv
crack	cracking	_derivationally_related_form
cracking	crack	_derivationally_related_form-inv
completeness	totality	_hyponym
totality	completeness	_hyponym-inv
harmonize	music	_synset_domain_topic_of
music	harmonize	_synset_domain_topic_of-inv
liken	equation	_derivationally_related_form
equation	liken	_derivationally_related_form-inv
concrete	densification	_derivationally_related_form
densification	concrete	_derivationally_related_form-inv
trust	combine	_derivationally_related_form
combine	trust	_derivationally_related_form-inv
stuff	filling	_hyponym
filling	stuff	_hyponym-inv
move	gravitate	_hyponym
gravitate	move	_hyponym-inv
destruct	guided_missile_destroyer	_derivationally_related_form
guided_missile_destroyer	destruct	_derivationally_related_form-inv
sport	manager	_member_of_domain_topic
manager	sport	_member_of_domain_topic-inv
royalty	prince	_member_meronym
prince	royalty	_member_meronym-inv
curator	steward	_hypernym
steward	curator	_hypernym-inv
signification	subtlety	_hyponym
subtlety	signification	_hyponym-inv
hyperventilation	hyperventilate	_derivationally_related_form
hyperventilate	hyperventilation	_derivationally_related_form-inv
interestingness	powerfulness	_hypernym
powerfulness	interestingness	_hypernym-inv
mistress	lover	_hypernym
lover	mistress	_hypernym-inv
sea	gulf	_has_part
gulf	sea	_has_part-inv
spectrograph	picture	_hypernym
picture	spectrograph	_hypernym-inv
crack	change	_hypernym
change	crack	_hypernym-inv
ire	outrage	_hyponym
outrage	ire	_hyponym-inv
scrap	fragment	_hypernym
fragment	scrap	_hypernym-inv
shrewdness	wiliness	_hyponym
wiliness	shrewdness	_hyponym-inv
soul	virgo	_hyponym
virgo	soul	_hyponym-inv
divot	turf	_hypernym
turf	divot	_hypernym-inv
inquire	intercommunicate	_hypernym
intercommunicate	inquire	_hypernym-inv
stitch	sewer	_derivationally_related_form
sewer	stitch	_derivationally_related_form-inv
outlawry	outlaw	_derivationally_related_form
outlaw	outlawry	_derivationally_related_form-inv
furrow	chamfer	_derivationally_related_form
chamfer	furrow	_derivationally_related_form-inv
exclusion	exclude	_derivationally_related_form
exclude	exclusion	_derivationally_related_form-inv
unrighteous	unrighteousness	_derivationally_related_form
unrighteousness	unrighteous	_derivationally_related_form-inv
sport	submarine	_member_of_domain_topic
submarine	sport	_member_of_domain_topic-inv
deviate	diversion	_derivationally_related_form
diversion	deviate	_derivationally_related_form-inv
telecommunication	call	_member_of_domain_topic
call	telecommunication	_member_of_domain_topic-inv
side	warfare	_synset_domain_topic_of
warfare	side	_synset_domain_topic_of-inv
scrapper	oppose	_derivationally_related_form
oppose	scrapper	_derivationally_related_form-inv
petroleum_jelly	jelly	_hypernym
jelly	petroleum_jelly	_hypernym-inv
exasperate	anger	_hypernym
anger	exasperate	_hypernym-inv
crush	mash	_derivationally_related_form
mash	crush	_derivationally_related_form-inv
trouble	travail	_hypernym
travail	trouble	_hypernym-inv
parasympathetic_nervous_system	autonomic_nervous_system	_part_of
autonomic_nervous_system	parasympathetic_nervous_system	_part_of-inv
nail	tack	_hyponym
tack	nail	_hyponym-inv
antichrist	resister	_instance_hypernym
resister	antichrist	_instance_hypernym-inv
gaza_strip	zion	_part_of
zion	gaza_strip	_part_of-inv
italy	europe	_part_of
europe	italy	_part_of-inv
magnify	magnification	_derivationally_related_form
magnification	magnify	_derivationally_related_form-inv
tripper	trip	_derivationally_related_form
trip	tripper	_derivationally_related_form-inv
twig	branch	_hypernym
branch	twig	_hypernym-inv
ripen	ripening	_derivationally_related_form
ripening	ripen	_derivationally_related_form-inv
procurer	england	_synset_domain_region_of
england	procurer	_synset_domain_region_of-inv
infection	taint	_derivationally_related_form
taint	infection	_derivationally_related_form-inv
subjugate	subjugation	_derivationally_related_form
subjugation	subjugate	_derivationally_related_form-inv
videotape	record	_hypernym
record	videotape	_hypernym-inv
boeuf	oxen	_part_of
oxen	boeuf	_part_of-inv
corolla	whorl	_hypernym
whorl	corolla	_hypernym-inv
stiff	vernacular	_synset_domain_usage_of
vernacular	stiff	_synset_domain_usage_of-inv
understate	understatement	_derivationally_related_form
understatement	understate	_derivationally_related_form-inv
solicitor	canvass	_derivationally_related_form
canvass	solicitor	_derivationally_related_form-inv
vocal	words	_has_part
words	vocal	_has_part-inv
soul	modifier	_hyponym
modifier	soul	_hyponym-inv
cassia	tree	_hypernym
tree	cassia	_hypernym-inv
focusing	intensification	_hypernym
intensification	focusing	_hypernym-inv
fabrication	construction	_hypernym
construction	fabrication	_hypernym-inv
transmutation	modification	_hypernym
modification	transmutation	_hypernym-inv
digitize	digitizer	_derivationally_related_form
digitizer	digitize	_derivationally_related_form-inv
alluvium	sediment	_hypernym
sediment	alluvium	_hypernym-inv
status	atmosphere	_hyponym
atmosphere	status	_hyponym-inv
raise	prick	_hyponym
prick	raise	_hyponym-inv
sublimate	gas	_hypernym
gas	sublimate	_hypernym-inv
hydrogen_atom	atom	_hypernym
atom	hydrogen_atom	_hypernym-inv
protect	hold	_hyponym
hold	protect	_hyponym-inv
preoccupy	control	_hypernym
control	preoccupy	_hypernym-inv
computing	nightjar	_member_of_domain_topic
nightjar	computing	_member_of_domain_topic-inv
satisfy	supply	_hypernym
supply	satisfy	_hypernym-inv
leaving	exit	_hyponym
exit	leaving	_hyponym-inv
statement	affirm	_derivationally_related_form
affirm	statement	_derivationally_related_form-inv
convert	transition	_derivationally_related_form
transition	convert	_derivationally_related_form-inv
worry	worrywart	_derivationally_related_form
worrywart	worry	_derivationally_related_form-inv
mujahid	mujahidin	_member_holonym
mujahidin	mujahid	_member_holonym-inv
spat	motion	_hypernym
motion	spat	_hypernym-inv
essentialness	essential	_derivationally_related_form
essential	essentialness	_derivationally_related_form-inv
tribune	antiquity	_synset_domain_topic_of
antiquity	tribune	_synset_domain_topic_of-inv
relegate	relegation	_derivationally_related_form
relegation	relegate	_derivationally_related_form-inv
striker	strike	_derivationally_related_form
strike	striker	_derivationally_related_form-inv
zimbabwe	africa	_part_of
africa	zimbabwe	_part_of-inv
prey	work	_hypernym
work	prey	_hypernym-inv
lamina	laminate	_derivationally_related_form
laminate	lamina	_derivationally_related_form-inv
psyop	operation	_hypernym
operation	psyop	_hypernym-inv
implement	spear	_hyponym
spear	implement	_hyponym-inv
observance	observe	_derivationally_related_form
observe	observance	_derivationally_related_form-inv
area	topic	_hypernym
topic	area	_hypernym-inv
untruth	prevarication	_hyponym
prevarication	untruth	_hyponym-inv
place	recognition	_derivationally_related_form
recognition	place	_derivationally_related_form-inv
vacuum_tube	plate	_has_part
plate	vacuum_tube	_has_part-inv
ovulate	release	_hypernym
release	ovulate	_hypernym-inv
occultist	psychic	_hyponym
psychic	occultist	_hyponym-inv
scare	terrorization	_derivationally_related_form
terrorization	scare	_derivationally_related_form-inv
process	looping	_hyponym
looping	process	_hyponym-inv
work	manipulate	_hypernym
manipulate	work	_hypernym-inv
reversion	stake	_hypernym
stake	reversion	_hypernym-inv
hit	propel	_hypernym
propel	hit	_hypernym-inv
river	watercourse	_hypernym
watercourse	river	_hypernym-inv
trial	tryout	_hyponym
tryout	trial	_hyponym-inv
muslin	textile	_hypernym
textile	muslin	_hypernym-inv
hairstyle	roach	_hyponym
roach	hairstyle	_hyponym-inv
vertebral_column	notochord	_hyponym
notochord	vertebral_column	_hyponym-inv
unhealthy	frail	_also_see
frail	unhealthy	_also_see-inv
pilot	piloting	_derivationally_related_form
piloting	pilot	_derivationally_related_form-inv
shrinking	lessening	_hypernym
lessening	shrinking	_hypernym-inv
erosion	roughness	_hyponym
roughness	erosion	_hyponym-inv
recompense	remunerate	_derivationally_related_form
remunerate	recompense	_derivationally_related_form-inv
teaching	extracurricular_activity	_hyponym
extracurricular_activity	teaching	_hyponym-inv
disciple	apostle	_hyponym
apostle	disciple	_hyponym-inv
expansion	inflation	_hyponym
inflation	expansion	_hyponym-inv
change	darken	_hyponym
darken	change	_hyponym-inv
rustling	thieving	_hypernym
thieving	rustling	_hypernym-inv
blow	release	_hypernym
release	blow	_hypernym-inv
nark	squealer	_hypernym
squealer	nark	_hypernym-inv
eyelet	eye	_derivationally_related_form
eye	eyelet	_derivationally_related_form-inv
drip	trickle	_derivationally_related_form
trickle	drip	_derivationally_related_form-inv
wing	fly	_verb_group
fly	wing	_verb_group-inv
fight	tilt	_hypernym
tilt	fight	_hypernym-inv
stripes	badge	_hypernym
badge	stripes	_hypernym-inv
soot	smut	_derivationally_related_form
smut	soot	_derivationally_related_form-inv
culmination	climactic	_derivationally_related_form
climactic	culmination	_derivationally_related_form-inv
purpose	mind	_hyponym
mind	purpose	_hyponym-inv
soul	ward	_hyponym
ward	soul	_hyponym-inv
sequester	garnishee	_hyponym
garnishee	sequester	_hyponym-inv
debase	metal	_derivationally_related_form
metal	debase	_derivationally_related_form-inv
nausea	sicken	_derivationally_related_form
sicken	nausea	_derivationally_related_form-inv
sort	sorting	_derivationally_related_form
sorting	sort	_derivationally_related_form-inv
load	stevedore	_derivationally_related_form
stevedore	load	_derivationally_related_form-inv
recommence	resumption	_derivationally_related_form
resumption	recommence	_derivationally_related_form-inv
equilibrate	turn	_hypernym
turn	equilibrate	_hypernym-inv
scrap	dogfight	_hyponym
dogfight	scrap	_hyponym-inv
pattern	model	_hypernym
model	pattern	_hypernym-inv
maim	wound	_hypernym
wound	maim	_hypernym-inv
truncate	maths	_synset_domain_topic_of
maths	truncate	_synset_domain_topic_of-inv
profess	admit	_hypernym
admit	profess	_hypernym-inv
vanquisher	suppress	_derivationally_related_form
suppress	vanquisher	_derivationally_related_form-inv
depreciation	undervalue	_derivationally_related_form
undervalue	depreciation	_derivationally_related_form-inv
stabilization	standardization	_hypernym
standardization	stabilization	_hypernym-inv
general	comprehensive	_also_see
comprehensive	general	_also_see-inv
cytoplasm	cytoskeleton	_has_part
cytoskeleton	cytoplasm	_has_part-inv
post	poster	_derivationally_related_form
poster	post	_derivationally_related_form-inv
music	refrain	_hyponym
refrain	music	_hyponym-inv
darning	darn	_derivationally_related_form
darn	darning	_derivationally_related_form-inv
recapitulate	recapitulation	_derivationally_related_form
recapitulation	recapitulate	_derivationally_related_form-inv
tummy	rumen	_hyponym
rumen	tummy	_hyponym-inv
boron	element	_hypernym
element	boron	_hypernym-inv
manager	train	_derivationally_related_form
train	manager	_derivationally_related_form-inv
prominence	spotlight	_hyponym
